property_id,propertyType,price,size,rooms,bathrooms,municipality,neighborhood,neighborhood_id,district,latitude,longitude,hasLift,exterior,status,distance,data_year
,,,,,,,,,,,,,,,,2021
1394150,chalet,2750000.0,800.0,6,5,Barcelona,Vallvidrera - El Tibidabo i les Planes,Q3310216,Sarrià-Sant Gervasi,41.4118644,2.1076647,,false,good,2444.0,2020
25435010,chalet,510000.0,200.0,4,2,Barcelona,Vallvidrera - El Tibidabo i les Planes,Q3310216,Sarrià-Sant Gervasi,41.4254327,2.1016874,,false,good,2249.0,2020
25753253,chalet,1140000.0,515.0,5,4,Sant Cugat del Vallès,,,Valldoreix,41.4632749,2.0441524,,false,good,3007.0,2020
25753374,chalet,999000.0,420.0,5,4,Sant Cugat del Vallès,,,Arxius,41.4620446,2.073273,,false,good,801.0,2020
25801145,chalet,1450000.0,401.0,5,3,Sant Cugat del Vallès,,,La Floresta - Les Planes,41.444819,2.0755035,,false,good,1305.0,2020
25868030,chalet,3730000.0,491.0,9,4,Barcelona,Sant Gervasi - La Bonanova,Q3321657,Sarrià-Sant Gervasi,41.4135558,2.1296544,,false,good,468.0,2020
26977975,chalet,999000.0,430.0,4,3,Sant Cugat del Vallès,,,Arxius,41.4599089,2.0708757,,false,good,789.0,2020
27528727,chalet,1500000.0,600.0,6,7,Sant Cugat del Vallès,,,Golf,41.4646271,2.0747311,,false,good,996.0,2020
27869059,chalet,1750000.0,546.0,6,5,Barcelona,Vallvidrera - El Tibidabo i les Planes,Q3310216,Sarrià-Sant Gervasi,41.4253985,2.0929354,,false,good,1685.0,2020
28142687,flat,128994.0,65.0,2,1,Hospitalet de Llobregat,Pubilla Cases,,Can Serra - Pubilla Cases,41.3714854,2.10096,true,false,good,3061.0,2020
29369498,flat,349000.0,90.0,4,2,Barcelona,El Camp d'En Grassot i Gràcia Nova,Q2994821,Gràcia,41.4092016,2.1587664,true,true,good,439.0,2020
29394692,chalet,1200000.0,360.0,6,3,Sant Just Desvern,,,,41.3920649,2.0786307,,false,good,2767.0,2020
30039114,flat,205000.0,65.0,2,1,Cornellà de Llobregat,,,Centre,41.3545381,2.0694434,true,true,good,1437.0,2020
30538104,chalet,3750000.0,495.0,12,4,Barcelona,Sant Gervasi - La Bonanova,Q3321657,Sarrià-Sant Gervasi,41.4133508,2.1304364,,false,good,526.0,2020
30648057,flat,227000.0,75.0,3,1,El Prat de Llobregat,,,Plaça de Catalunya,41.3230514,2.0932143,true,true,good,1854.0,2020
31029573,penthouse,2000000.0,332.0,5,4,Sant Just Desvern,,,,41.3807403,2.0758801,true,true,good,2000.0,2020
31165828,flat,1100000.0,180.0,3,2,Sant Just Desvern,,,,41.383133,2.0686616,true,true,good,3219.0,2020
31171106,chalet,3750000.0,550.0,1,1,Barcelona,Sant Gervasi - La Bonanova,Q3321657,Sarrià-Sant Gervasi,41.4149558,2.1300544,,false,good,377.0,2020
31262745,flat,185000.0,72.0,3,1,Barcelona,La Marina del Port,Q3751076,Sants-Montjuïc,41.3628229,2.1377974,true,true,good,820.0,2020
31467524,chalet,3800000.0,676.0,11,4,Barcelona,Sant Gervasi - La Bonanova,Q3321657,Sarrià-Sant Gervasi,41.4149093,2.1327563,,false,good,575.0,2020
31563299,chalet,3000000.0,600.0,5,5,Barcelona,Sarrià,Q3043699,Sarrià-Sant Gervasi,41.40973,2.12148,,false,renew,829.0,2020
31652853,chalet,1350000.0,480.0,5,3,Sant Cugat del Vallès,,,Valldoreix,41.4540848,2.0616851,,false,good,1463.0,2020
32037022,chalet,2100000.0,500.0,5,5,Barcelona,Sarrià,Q3043699,Sarrià-Sant Gervasi,41.4118001,2.1113062,,false,good,2743.0,2020
32120028,chalet,1300000.0,205.0,3,2,Sant Just Desvern,,,,41.396873,2.0747315,,false,good,2907.0,2020
32431762,flat,319000.0,160.0,2,1,Barcelona,Sant Antoni,Q720994,Eixample,41.3776585,2.1536206,true,false,good,2933.0,2020
32719442,flat,595000.0,140.0,4,3,Barcelona,La Nova Esquerra de l'Eixample,Q1026658,Eixample,41.3818376,2.1502826,true,true,good,3169.0,2020
33477641,chalet,1030000.0,623.0,5,4,Sant Boi de Llobregat,,,Centre - Casco Antiguo,41.3431801,2.041406,,false,good,1779.0,2020
33743918,chalet,2600000.0,488.0,7,8,Barcelona,Sant Gervasi - La Bonanova,Q3321657,Sarrià-Sant Gervasi,41.4061366,2.1213645,,false,good,643.0,2020
33779886,flat,375000.0,88.0,2,2,Hospitalet de Llobregat,Santa Eulàlia,,Santa Eulàlia,41.3600337,2.1246582,true,true,good,709.0,2020
33932885,chalet,1850000.0,380.0,6,6,Barcelona,Vallvidrera - El Tibidabo i les Planes,Q3310216,Sarrià-Sant Gervasi,41.4152481,2.108565,,false,good,2468.0,2020
33974459,chalet,995000.0,860.0,11,3,Molins de Rei,,,,41.4262495,2.0350747,,false,renew,1811.0,2020
33978171,penthouse,337000.0,115.0,3,2,Sant Boi de Llobregat,,,Plaça Catalunya - Vinyets,41.3421808,2.0465724,true,true,good,1703.0,2020
34042642,flat,155000.0,75.0,2,1,Sant Boi de Llobregat,,,Plaça Catalunya - Vinyets,41.3397097,2.0388271,false,true,good,2220.0,2020
34064231,penthouse,246000.0,85.0,3,1,Sant Boi de Llobregat,,,Marianao,41.3466718,2.0329022,true,true,good,1988.0,2020
34076911,chalet,645000.0,450.0,4,2,Sant Boi de Llobregat,,,Camps Blancs - Casablanca - Canons,41.3439086,2.0232203,,false,good,2835.0,2020
34101500,flat,180000.0,75.0,2,1,Cornellà de Llobregat,,,El Pedró,41.3612302,2.073219,false,true,good,1796.0,2020
34234916,chalet,6800000.0,870.0,5,7,Barcelona,Sant Gervasi - La Bonanova,Q3321657,Sarrià-Sant Gervasi,41.413874,2.1276171,,false,good,363.0,2020
34326641,chalet,1050000.0,370.0,5,4,Sant Cugat del Vallès,,,Arxius,41.4645446,2.071773,,false,good,1100.0,2020
34591620,chalet,3000000.0,672.0,5,8,Barcelona,Sarrià,Q3043699,Sarrià-Sant Gervasi,41.4007566,2.1081092,,false,good,2993.0,2020
34666891,flat,114000.0,67.0,3,1,Sant Boi de Llobregat,,,Plaça Catalunya - Vinyets,41.3370377,2.0420976,false,true,renew,2367.0,2020
34699653,chalet,450000.0,190.0,5,3,Sant Boi de Llobregat,,,Camps Blancs - Casablanca - Canons,41.3424068,2.0194334,,false,good,3192.0,2020
34699755,flat,247500.0,94.0,4,2,Sant Boi de Llobregat,,,Marianao,41.3463031,2.0337936,true,true,good,1952.0,2020
34700230,flat,126000.0,54.0,3,1,Sant Boi de Llobregat,,,Marianao,41.3514108,2.0304693,false,true,renew,1935.0,2020
34700649,flat,138000.0,65.0,3,1,Sant Boi de Llobregat,,,Marianao,41.3469156,2.0299509,false,true,good,2181.0,2020
34734616,flat,306000.0,100.0,3,2,Sant Boi de Llobregat,,,Marianao,41.3471855,2.0220189,true,true,good,2761.0,2020
34811465,flat,149900.0,60.0,3,1,Cornellà de Llobregat,,,Almeda,41.3529914,2.0897125,false,true,good,3135.0,2020
34821569,chalet,1180000.0,792.0,7,4,Sant Just Desvern,,,,41.3934153,2.0742806,,false,good,2596.0,2020
34871624,chalet,645000.0,300.0,5,3,Sant Boi de Llobregat,,,Camps Blancs - Casablanca - Canons,41.3440483,2.0256508,,false,good,2654.0,2020
34899614,chalet,3700000.0,750.0,6,6,Esplugues de Llobregat,,,La Miranda - Ciutat Diagonal,41.3827549,2.0855374,,false,good,2836.0,2020
34996060,duplex,480000.0,128.0,2,2,Sant Cugat del Vallès,,,Sant Francesc-El Coll,41.471644,2.0857932,true,true,good,1801.0,2020
35171854,flat,198600.0,81.0,3,1,Sant Boi de Llobregat,,,Ciutat Cooperativa - Moli Nou,41.3556504,2.0283168,true,true,good,2022.0,2020
35240096,flat,125000.0,70.0,2,1,Sant Boi de Llobregat,,,Plaça Catalunya - Vinyets,41.336235,2.0410823,false,true,renew,2481.0,2020
35311469,flat,190000.0,85.0,3,1,Sant Boi de Llobregat,,,Marianao,41.3469638,2.0311549,true,true,good,2092.0,2020
35484870,chalet,1500000.0,657.0,6,4,Sant Just Desvern,,,,41.3965092,2.0775478,,false,good,3032.0,2020
35492296,chalet,830000.0,380.0,5,5,Barcelona,Vallvidrera - El Tibidabo i les Planes,Q3310216,Sarrià-Sant Gervasi,41.4143264,2.108542,,false,good,2474.0,2020
35585730,chalet,950000.0,380.0,6,4,Sant Just Desvern,,,La Plana - Bellsoleig,41.3925034,2.0781518,,false,good,2670.0,2020
35639744,chalet,750000.0,558.0,4,3,Sant Just Desvern,,,,41.3907959,2.0821943,,false,good,2929.0,2020
35676551,flat,325000.0,75.0,2,1,Barcelona,La Maternitat i Sant Ramon,Q3297056,Les Corts,41.3786699,2.1140983,true,true,good,2850.0,2020
35859429,chalet,326000.0,287.0,4,2,Sant Boi de Llobregat,,,Camps Blancs - Casablanca - Canons,41.3464751,2.0243053,,false,renew,2620.0,2020
35995874,flat,250000.0,110.0,3,3,Sant Boi de Llobregat,,,Marianao,41.3492052,2.0266028,true,true,good,2322.0,2020
36066727,chalet,459000.0,290.0,4,3,El Prat de Llobregat,,,Centre,41.3245047,2.08873,,false,good,1969.0,2020
36136092,chalet,396000.0,200.0,3,2,El Prat de Llobregat,,,Centre,41.3286361,2.1000705,,false,good,1029.0,2020
36196796,chalet,510000.0,500.0,6,4,Sant Cugat del Vallès,,,La Floresta - Les Planes,41.4433602,2.0713406,,false,good,1570.0,2020
36237138,chalet,1050000.0,330.0,5,4,Sant Cugat del Vallès,,,Arxius,41.4633356,2.0708881,,false,good,1037.0,2020
36369350,chalet,2750000.0,483.0,8,6,Barcelona,Vallvidrera - El Tibidabo i les Planes,Q3310216,Sarrià-Sant Gervasi,41.4160601,2.1084237,,false,good,2453.0,2020
36370971,flat,1550000.0,295.0,5,4,Barcelona,Sant Gervasi - Galvany,Q3389521,Sarrià-Sant Gervasi,41.4005577,2.1385241,true,true,good,421.0,2020
36406578,duplex,365000.0,135.0,3,3,Sant Boi de Llobregat,,,Plaça Catalunya - Vinyets,41.3351,2.04549,true,true,good,2487.0,2020
36407250,chalet,316000.0,220.0,5,2,Sant Boi de Llobregat,,,Centre - Casco Antiguo,41.3462944,2.0416843,,false,good,1480.0,2020
36407507,flat,146000.0,78.0,3,1,Sant Boi de Llobregat,,,Camps Blancs - Casablanca - Canons,41.3354484,2.0401262,false,true,good,2593.0,2020
36407672,chalet,1177000.0,390.0,4,3,Esplugues de Llobregat,,,La Miranda - Ciutat Diagonal,41.3855463,2.0870456,,false,good,3044.0,2020
36408361,flat,160000.0,65.0,2,1,Sant Boi de Llobregat,,,Centre - Casco Antiguo,41.3430424,2.0383564,false,true,good,1936.0,2020
36679437,flat,295000.0,104.0,2,2,Hospitalet de Llobregat,Centre,,Centre,41.3611279,2.1027384,true,true,good,2490.0,2020
36679494,flat,285000.0,90.0,2,1,Hospitalet de Llobregat,Centre,,Centre,41.3617279,2.1009384,true,true,good,2650.0,2020
36761536,flat,319000.0,111.0,3,2,Barcelona,Sants - Badal,Q3596096,Sants-Montjuïc,41.37561,2.1274558,true,true,good,2121.0,2020
36830103,flat,790000.0,215.0,4,3,Barcelona,El Camp d'En Grassot i Gràcia Nova,Q2994821,Gràcia,41.406329,2.1663088,true,false,good,709.0,2020
36877463,flat,595000.0,90.0,3,2,Barcelona,Les Corts,Q3296693,Les Corts,41.3825511,2.137291,true,true,good,2891.0,2020
36884379,chalet,2960000.0,390.0,5,3,Barcelona,Sant Gervasi - La Bonanova,Q3321657,Sarrià-Sant Gervasi,41.4130746,2.124131,,false,good,590.0,2020
36894877,chalet,750000.0,410.0,4,4,Sant Boi de Llobregat,,,Marianao,41.3512157,2.020469,,false,good,2745.0,2020
36910821,flat,257500.0,95.0,4,2,Sant Boi de Llobregat,,,Camps Blancs - Casablanca - Canons,41.3275624,2.0296073,true,true,good,2177.0,2020
36934490,chalet,1800000.0,425.0,5,4,Esplugues de Llobregat,,,La Miranda - Ciutat Diagonal,41.3842135,2.0880367,,false,good,3079.0,2020
36934496,chalet,2100000.0,312.0,5,3,Esplugues de Llobregat,,,La Miranda - Ciutat Diagonal,41.3864658,2.0865823,,false,renew,3042.0,2020
36945836,chalet,3300000.0,578.0,6,5,Sant Cugat del Vallès,,,Golf,41.4572,2.07836,,false,good,117.0,2020
37120483,chalet,469000.0,270.0,5,5,Sant Boi de Llobregat,,,Camps Blancs - Casablanca - Canons,41.3438008,2.0199787,,false,good,3077.0,2020
37311095,chalet,1350000.0,420.0,5,4,Sant Cugat del Vallès,,,Valldoreix,41.4661,2.04418,,false,good,3101.0,2020
37317912,flat,176000.0,90.0,3,2,Viladecans,,,Barri Antic - Centre,41.3162272,2.0192138,true,true,good,2781.0,2020
37327627,chalet,1750000.0,546.0,6,6,Barcelona,Vallvidrera - El Tibidabo i les Planes,Q3310216,Sarrià-Sant Gervasi,41.4256985,2.0946354,,false,good,1763.0,2020
37341308,chalet,525000.0,148.0,3,1,Sant Boi de Llobregat,,,Marianao,41.352916,2.0196722,,false,good,2774.0,2020
37341311,flat,99000.0,60.0,3,1,Hospitalet de Llobregat,Pubilla Cases,,Can Serra - Pubilla Cases,41.3689857,2.1018713,false,false,good,2855.0,2020
37369462,chalet,830000.0,240.0,4,3,Sant Just Desvern,,,,41.3817372,2.0807718,,false,good,2423.0,2020
37465180,chalet,1400000.0,420.0,5,4,Sant Cugat del Vallès,,,Valldoreix,41.466777,2.044416,,false,good,3110.0,2020
37669299,flat,158840.0,65.0,2,1,Cornellà de Llobregat,,,Sant Ildefons,41.3580675,2.0783717,true,false,good,2163.0,2020
37669321,flat,206000.0,85.0,3,1,Sant Joan Despí,,,Les Planes,41.3665102,2.0716384,,true,good,1925.0,2020
37669322,flat,205000.0,95.0,4,1,Cornellà de Llobregat,,,Riera,41.3497719,2.0729015,false,true,good,1875.0,2020
37669325,chalet,915000.0,250.0,4,3,Sant Just Desvern,,,,41.3826381,2.0800744,,false,good,2392.0,2020
37669340,chalet,895000.0,400.0,4,3,Sant Just Desvern,,,,41.3861543,2.0795757,,false,good,2489.0,2020
37669343,flat,207000.0,60.0,2,1,Sant Joan Despí,,,Centre,41.3649139,2.0594139,,false,good,1066.0,2020
37669354,flat,181000.0,70.0,2,1,Cornellà de Llobregat,,,El Pedró,41.3629288,2.0768571,true,false,good,2142.0,2020
37751587,flat,297000.0,80.0,4,1,Cornellà de Llobregat,,,Sant Ildefons,41.3673469,2.0792014,true,false,good,2515.0,2020
37751595,flat,170000.0,50.0,2,1,Esplugues de Llobregat,,,Can Vidalet,41.3705162,2.0970819,,false,good,420.0,2020
37751638,flat,321000.0,92.0,3,1,Cornellà de Llobregat,,,La Gavarra,41.3583608,2.0731258,false,true,good,1729.0,2020
38012676,flat,332000.0,100.0,2,1,Sant Joan Despí,,,Centre,41.3654518,2.0564247,true,true,good,1011.0,2020
38012949,chalet,1173000.0,280.0,4,2,Esplugues de Llobregat,,,La Miranda - Ciutat Diagonal,41.385081,2.0877205,,false,renew,3081.0,2020
38013001,flat,117000.0,58.0,2,1,Cornellà de Llobregat,,,Sant Ildefons,41.3615927,2.0793969,false,true,good,2306.0,2020
38013124,duplex,495000.0,159.0,3,1,Cornellà de Llobregat,,,Fontsanta,41.3656303,2.0596152,true,true,good,1143.0,2020
38013144,studio,136000.0,55.0,0,1,Sant Joan Despí,,,Eixample,41.36805,2.05068,,false,good,1255.0,2020
38013276,flat,105000.0,40.0,1,1,Sant Feliu de Llobregat,,,Mas Lluí,41.3827773,2.0539779,,true,good,2886.0,2020
38093536,flat,216000.0,95.0,3,1,El Prat de Llobregat,,,Eixample,41.3256198,2.0990646,false,false,good,1369.0,2020
38095571,chalet,1030000.0,900.0,5,4,Sant Boi de Llobregat,,,Plaça Catalunya - Vinyets,41.3420164,2.0428542,,false,good,1834.0,2020
38133382,chalet,880000.0,250.0,5,4,Sant Just Desvern,,,,41.380007,2.081122,,false,good,2415.0,2020
38196572,flat,339000.0,76.0,2,2,Barcelona,El Poble Sec - Parc de Montjuïc,Q980253,Sants-Montjuïc,41.3731147,2.1546618,true,true,good,2615.0,2020
38196919,chalet,450000.0,260.0,5,3,Sant Boi de Llobregat,,,Marianao,41.3495779,2.0236784,,false,good,2537.0,2020
38214091,duplex,1100000.0,270.0,4,4,Sant Cugat del Vallès,,,Arxius,41.4659659,2.0733623,true,true,good,1177.0,2020
38368767,flat,540000.0,140.0,4,2,Barcelona,La Maternitat i Sant Ramon,Q3297056,Les Corts,41.3820205,2.1273829,true,true,good,2825.0,2020
38390022,chalet,2800000.0,300.0,3,3,Barcelona,Vallvidrera - El Tibidabo i les Planes,Q3310216,Sarrià-Sant Gervasi,41.4118602,2.1036032,,false,good,2115.0,2020
38445709,chalet,1500000.0,540.0,5,5,Sant Cugat del Vallès,,,Mirasol,41.4650586,2.0482151,,false,good,2746.0,2020
38479167,chalet,3350000.0,360.0,5,3,Sant Just Desvern,,,,41.3882002,2.0780476,,false,good,2483.0,2020
38479187,chalet,2000000.0,600.0,4,4,Esplugues de Llobregat,,,La Miranda - Ciutat Diagonal,41.3897863,2.0914122,,false,good,3146.0,2020
38479206,chalet,2200000.0,412.0,6,4,Sant Joan Despí,,,Torreblanca - Pla del Vent,41.3774635,2.0552481,,false,good,2304.0,2020
38519469,flat,460000.0,130.0,4,2,Barcelona,La Nova Esquerra de l'Eixample,Q1026658,Eixample,41.3799049,2.1505107,false,false,good,2992.0,2020
38574633,duplex,765000.0,136.0,4,3,Sant Cugat del Vallès,,,Centre - Estació,41.4714144,2.0798289,true,true,good,1686.0,2020
38601752,chalet,110000.0,132.0,3,1,Barcelona,Ciutat Meridiana - Torre Baró - Vallbona,Q3320722,Nou Barris,41.456459,2.1863035,,false,good,2313.0,2020
38615912,flat,1950000.0,331.0,10,3,Barcelona,Sant Gervasi - Galvany,Q3389521,Sarrià-Sant Gervasi,41.3950225,2.1437586,true,true,renew,858.0,2020
38636508,flat,2200000.0,264.0,3,3,Barcelona,Sarrià,Q3043699,Sarrià-Sant Gervasi,41.3975107,2.1142143,true,true,good,591.0,2020
38698286,duplex,340000.0,135.0,3,1,Sant Boi de Llobregat,,,Centre - Casco Antiguo,41.3486352,2.0411214,false,true,good,1317.0,2020
38713071,flat,435000.0,130.0,4,2,Hospitalet de Llobregat,Collblanc,,Collblanc,41.3752342,2.1183764,true,true,good,2340.0,2020
38732008,flat,625000.0,99.0,3,2,Sant Cugat del Vallès,,,Centre - Estació,41.4714144,2.0798289,true,true,good,1686.0,2020
38732431,flat,590000.0,100.0,3,2,Sant Cugat del Vallès,,,Centre - Estació,41.4714144,2.0798289,true,true,good,1686.0,2020
38732885,flat,590000.0,106.0,2,2,Sant Cugat del Vallès,,,Centre - Estació,41.4714144,2.0798289,true,true,good,1686.0,2020
38786084,chalet,580000.0,100.0,3,2,Sant Cugat del Vallès,,,Mirasol,41.4655647,2.0439509,,false,good,3098.0,2020
38788039,flat,600000.0,300.0,4,2,Barcelona,La Nova Esquerra de l'Eixample,Q1026658,Eixample,41.3824229,2.1491303,false,false,good,3181.0,2020
38802990,chalet,1350000.0,478.0,4,3,Sant Just Desvern,,,,41.3925699,2.0786162,,false,good,2800.0,2020
38862647,flat,1030000.0,224.0,5,3,Barcelona,Sant Gervasi - Galvany,Q3389521,Sarrià-Sant Gervasi,41.3925664,2.137511,true,true,renew,3196.0,2020
38866868,flat,214000.0,69.0,3,1,Barcelona,La Bordeta,Q3753110,Sants-Montjuïc,41.3699827,2.1373603,true,false,good,1527.0,2020
38881143,chalet,1500000.0,512.0,6,5,Sant Just Desvern,,,,41.3964092,2.0770478,,false,good,2996.0,2020
38881514,duplex,800000.0,197.0,3,3,Barcelona,El Putxet i el Farró,Q3321805,Sarrià-Sant Gervasi,41.4099121,2.1450005,true,true,good,835.0,2020
39060947,chalet,1150000.0,341.0,5,4,Sant Cugat del Vallès,,,Golf,41.4582981,2.0724623,,false,good,590.0,2020
39073007,flat,189840.0,90.0,4,1,Cornellà de Llobregat,,,Centre,41.3550012,2.0741606,true,true,renew,1819.0,2020
39121505,flat,306000.0,72.0,2,1,Esplugues de Llobregat,,,La Plana - Montesa,41.3737643,2.0836645,,false,good,3209.0,2020
39223394,chalet,730000.0,271.0,3,3,Esplugues de Llobregat,,,Centre,41.3786188,2.0885569,,false,good,3015.0,2020
39357864,flat,2400000.0,367.0,5,5,Barcelona,Pedralbes,Q2562684,Les Corts,41.3909236,2.1141478,true,true,renew,700.0,2020
39370786,flat,255000.0,72.0,2,2,Hospitalet de Llobregat,Centre,,Centre,41.3582254,2.0932855,true,true,good,3236.0,2020
39514189,flat,323700.0,109.0,3,2,Sant Feliu de Llobregat,,,Roses - Castellbell,41.3810592,2.0557211,true,true,newdevelopment,2705.0,2020
39514527,flat,150000.0,110.0,3,1,Sant Boi de Llobregat,,,Plaça Catalunya - Vinyets,41.33624,2.03521,false,true,good,2707.0,2020
39576856,chalet,460000.0,160.0,4,3,Hospitalet de Llobregat,Centre,,Centre,41.3574095,2.0977062,,false,good,2865.0,2020
39589284,flat,270000.0,123.0,3,2,Viladecans,,,Parc Empresarial,41.31798,2.0275,false,false,good,2966.0,2020
39620256,flat,510000.0,72.0,2,1,Barcelona,Les Corts,Q3296693,Les Corts,41.3836813,2.1383511,true,true,newdevelopment,3030.0,2020
39620272,flat,495000.0,72.0,2,1,Barcelona,Les Corts,Q3296693,Les Corts,41.3836813,2.1383511,true,false,newdevelopment,3030.0,2020
39650907,duplex,650000.0,163.0,4,2,Sant Cugat del Vallès,,,Sant Domènec,41.4782839,2.0706207,true,true,good,2546.0,2020
39669401,flat,730000.0,132.0,3,2,Barcelona,Sant Gervasi - Galvany,Q3389521,Sarrià-Sant Gervasi,41.39124,2.1396285,true,true,good,842.0,2020
39690480,flat,145000.0,70.0,3,1,Sant Boi de Llobregat,,,Camps Blancs - Casablanca - Canons,41.3384877,2.0336364,false,true,good,2577.0,2020
39705259,chalet,1445000.0,528.0,6,5,Sant Cugat del Vallès,,,Valldoreix,41.45064,2.05543,,false,good,2061.0,2020
39739403,chalet,1800000.0,510.0,5,4,Esplugues de Llobregat,,,Centre,41.37641,2.08618,,false,good,2810.0,2020
39866254,flat,440000.0,110.0,4,2,Barcelona,Sants,Q2476184,Sants-Montjuïc,41.3763863,2.1318328,true,true,good,2172.0,2020
39898429,flat,430000.0,95.0,4,2,Hospitalet de Llobregat,Collblanc,,Collblanc,41.3756754,2.1210022,true,true,good,2286.0,2020
39904595,flat,200000.0,64.0,3,1,Barcelona,Sants - Badal,Q3596096,Sants-Montjuïc,41.3727738,2.1251217,true,false,good,1862.0,2020
39907002,flat,115000.0,76.0,3,1,Hospitalet de Llobregat,Can Serra,,Can Serra - Pubilla Cases,41.3684768,2.0971665,false,true,renew,3183.0,2020
39908522,duplex,1100000.0,200.0,3,2,Barcelona,Sant Gervasi - Galvany,Q3389521,Sarrià-Sant Gervasi,41.390355,2.1410455,true,true,good,821.0,2020
39916328,flat,1082000.0,95.0,3,2,Barcelona,Les Corts,Q3296693,Les Corts,41.3871037,2.1336023,true,true,good,696.0,2020
39976370,flat,1879000.0,210.0,4,4,Barcelona,L'Antiga Esquerra de l'Eixample,Q3291762,Eixample,41.394799,2.1550967,true,false,good,631.0,2020
39992195,flat,158000.0,65.0,3,1,Sant Boi de Llobregat,,,Camps Blancs - Casablanca - Canons,41.3319464,2.0380492,true,true,good,3019.0,2020
40001953,chalet,895000.0,400.0,4,4,Sant Boi de Llobregat,,,Marianao,41.35174,2.0216095,,false,good,2639.0,2020
40008331,flat,139000.0,59.0,3,1,Esplugues de Llobregat,,,Can Vidalet,41.3698748,2.0967865,true,false,good,464.0,2020
40053417,duplex,380000.0,180.0,4,2,Sant Feliu de Llobregat,,,Roses - Castellbell,41.3809687,2.0527044,false,true,good,2682.0,2020
40084649,flat,445000.0,75.0,2,2,Barcelona,El Poble Sec - Parc de Montjuïc,Q980253,Sants-Montjuïc,41.3707147,2.1562618,true,true,good,2543.0,2020
40089999,chalet,3300000.0,600.0,6,5,Sant Cugat del Vallès,,,Golf,41.46,2.07936,,false,good,416.0,2020
40123363,flat,862000.0,82.0,2,2,Barcelona,Les Corts,Q3296693,Les Corts,41.3874037,2.1334023,true,true,good,693.0,2020
40133301,chalet,1299000.0,470.0,4,2,Sant Cugat del Vallès,,,Valldoreix,41.4559848,2.0593851,,false,good,1635.0,2020
40139252,chalet,1200000.0,397.0,5,3,Sant Cugat del Vallès,,,Valldoreix,41.4642665,2.0424869,,false,good,3170.0,2020
40159905,flat,165800.0,70.0,3,1,Hospitalet de Llobregat,Can Serra,,Can Serra - Pubilla Cases,41.3703131,2.1016989,false,true,good,2940.0,2020
40177072,chalet,4500000.0,800.0,6,6,Sant Just Desvern,,,,41.39527,2.07322,,false,good,2689.0,2020
40213291,flat,83900.0,55.0,2,1,Hospitalet de Llobregat,La Torrasa,,La Torrasa,41.3679466,2.1217815,false,false,good,279.0,2021
40251206,flat,323200.0,112.0,3,2,Hospitalet de Llobregat,Gran Via L-H,,Granvia L-H,41.3598911,2.1322349,true,true,good,339.0,2020
40254302,flat,323200.0,105.0,3,2,Hospitalet de Llobregat,Gran Via L-H,,Granvia L-H,41.3601699,2.13258,true,true,good,372.0,2020
40369285,chalet,2100000.0,412.0,5,5,Barcelona,Vallvidrera - El Tibidabo i les Planes,Q3310216,Sarrià-Sant Gervasi,41.4140397,2.105309,,false,good,2210.0,2020
40404088,flat,167260.0,64.0,2,1,Sant Feliu de Llobregat,,,Roses - Castellbell,41.3839071,2.0518681,false,true,good,3009.0,2020
40405506,duplex,260000.0,105.0,4,3,Sant Boi de Llobregat,,,Centre - Casco Antiguo,41.3430463,2.0420719,true,true,good,1763.0,2020
40443019,duplex,440000.0,199.0,3,2,Sant Joan Despí,,,Torreblanca - Pla del Vent,41.3770813,2.0579747,true,true,good,2296.0,2020
40485328,chalet,1300000.0,502.0,4,3,Barcelona,Vallvidrera - El Tibidabo i les Planes,Q3310216,Sarrià-Sant Gervasi,41.4148264,2.106042,,false,good,2262.0,2020
40556865,flat,150000.0,60.0,2,1,Hospitalet de Llobregat,Les Planes,,La Florida - Les Planes,41.3664786,2.1145656,true,true,good,1808.0,2020
453481,chalet,970000.0,275.0,5,5,Sant Just Desvern,,,,41.3852165,2.0834131,,false,good,2746.0,2020
501145,flat,125000.0,35.0,1,1,Sant Feliu de Llobregat,,,Roses - Castellbell,41.38646,2.0498496,false,true,good,1103.0,2020
590416,chalet,3730000.0,491.0,6,4,Barcelona,Sant Gervasi - La Bonanova,Q3321657,Sarrià-Sant Gervasi,41.4131156,2.1343685,,false,good,789.0,2020
81130727,chalet,410000.0,150.0,4,2,Sant Boi de Llobregat,,,Marianao,41.3482447,2.023464,,false,good,2605.0,2020
81212533,flat,1100000.0,201.0,5,3,Barcelona,Sant Gervasi - Galvany,Q3389521,Sarrià-Sant Gervasi,41.3992277,2.140591,true,true,renew,699.0,2020
81235758,flat,199000.0,71.0,1,1,Hospitalet de Llobregat,La Torrasa,,La Torrasa,41.3728648,2.1268014,true,true,good,1833.0,2020
81247994,chalet,1.0E7,900.0,7,8,Barcelona,Pedralbes,Q2562684,Les Corts,41.394633,2.1104312,,false,good,759.0,2020
81265964,flat,285000.0,87.0,2,2,Esplugues de Llobregat,,,Centre,41.3748458,2.0879251,true,true,good,2963.0,2020
81274708,chalet,795000.0,235.0,4,4,Sant Just Desvern,,,,41.3842003,2.0801658,,false,good,2452.0,2020
81279324,chalet,2818000.0,560.0,5,5,Sant Cugat del Vallès,,,Valldoreix,41.4577749,2.0641138,,false,good,1252.0,2020
81303654,chalet,455000.0,171.0,4,2,Sant Feliu de Llobregat,,,Centre,41.3784096,2.0405508,,false,good,2596.0,2020
