bathrooms,distance,district,exterior,hasLift,latitude,longitude,neighborhood,price,propertyType,rooms,size,status,avg_income_index,density_val,price_m2
5,2444.0,Sarrià-Sant Gervasi,false,false,41.4118644,2.1076647,Vallvidrera - El Tibidabo i les Planes,2750000.0,chalet,6,800.0,good,20118.0,4.0,3437.5
2,2249.0,Sarrià-Sant Gervasi,false,false,41.4254327,2.1016874,Vallvidrera - El Tibidabo i les Planes,510000.0,chalet,4,200.0,good,20118.0,4.0,2550.0
5,1685.0,Sarrià-Sant Gervasi,false,false,41.4253985,2.0929354,Vallvidrera - El Tibidabo i les Planes,1750000.0,chalet,6,546.0,good,20118.0,4.0,3205.128205128205
2,439.0,Gràcia,true,true,41.4092016,2.1587664,El Camp d'En Grassot i Gràcia Nova,349000.0,flat,4,90.0,good,18791.16,545.0,3877.777777777778
1,820.0,Sants-Montjuïc,true,true,41.3628229,2.1377974,La Marina del Port,185000.0,flat,3,72.0,good,12917.0,247.0,2569.4444444444443
5,829.0,Sarrià-Sant Gervasi,false,false,41.40973,2.12148,Sarrià,3000000.0,chalet,5,600.0,renew,25727.3125,83.0,5000.0
5,2743.0,Sarrià-Sant Gervasi,false,false,41.4118001,2.1113062,Sarrià,2100000.0,chalet,5,500.0,good,25727.3125,83.0,4200.0
1,2933.0,Eixample,false,true,41.3776585,2.1536206,Sant Antoni,319000.0,flat,2,160.0,good,16867.375,484.0,1993.75
3,3169.0,Eixample,true,true,41.3818376,2.1502826,La Nova Esquerra de l'Eixample,595000.0,flat,4,140.0,good,19287.175,437.0,4250.0
6,2468.0,Sarrià-Sant Gervasi,false,false,41.4152481,2.108565,Vallvidrera - El Tibidabo i les Planes,1850000.0,chalet,6,380.0,good,20118.0,4.0,4868.421052631579
8,2993.0,Sarrià-Sant Gervasi,false,false,41.4007566,2.1081092,Sarrià,3000000.0,chalet,5,672.0,good,25727.3125,83.0,4464.285714285715
5,2474.0,Sarrià-Sant Gervasi,false,false,41.4143264,2.108542,Vallvidrera - El Tibidabo i les Planes,830000.0,chalet,5,380.0,good,20118.0,4.0,2184.2105263157896
1,2850.0,Les Corts,true,true,41.3786699,2.1140983,La Maternitat i Sant Ramon,325000.0,flat,2,75.0,good,19557.266666666666,125.0,4333.333333333333
6,2453.0,Sarrià-Sant Gervasi,false,false,41.4160601,2.1084237,Vallvidrera - El Tibidabo i les Planes,2750000.0,chalet,8,483.0,good,20118.0,4.0,5693.581780538302
3,709.0,Gràcia,false,true,41.406329,2.1663088,El Camp d'En Grassot i Gràcia Nova,790000.0,flat,4,215.0,good,18791.16,545.0,3674.4186046511627
2,2891.0,Les Corts,true,true,41.3825511,2.137291,Les Corts,595000.0,flat,3,90.0,good,21757.4,331.0,6611.111111111111
6,1763.0,Sarrià-Sant Gervasi,false,false,41.4256985,2.0946354,Vallvidrera - El Tibidabo i les Planes,1750000.0,chalet,6,546.0,good,20118.0,4.0,3205.128205128205
2,2615.0,Sants-Montjuïc,true,true,41.3731147,2.1546618,El Poble Sec - Parc de Montjuïc,339000.0,flat,2,76.0,good,12629.916666666666,88.0,4460.526315789473
2,2825.0,Les Corts,true,true,41.3820205,2.1273829,La Maternitat i Sant Ramon,540000.0,flat,4,140.0,good,19557.266666666666,125.0,3857.1428571428573
2,2992.0,Eixample,false,false,41.3799049,2.1505107,La Nova Esquerra de l'Eixample,460000.0,flat,4,130.0,good,19287.175,437.0,3538.4615384615386
2,3181.0,Eixample,false,false,41.3824229,2.1491303,La Nova Esquerra de l'Eixample,600000.0,flat,4,300.0,good,19287.175,437.0,2000.0
1,1527.0,Sants-Montjuïc,false,true,41.3699827,2.1373603,La Bordeta,214000.0,flat,3,69.0,good,15354.0,342.0,3101.449275362319
3,835.0,Sarrià-Sant Gervasi,true,true,41.4099121,2.1450005,El Putxet i el Farró,800000.0,duplex,3,197.0,good,20937.0,357.0,4060.9137055837564
5,700.0,Les Corts,true,true,41.3909236,2.1141478,Pedralbes,2400000.0,flat,5,367.0,renew,28626.85714285714,44.0,6539.509536784741
1,3030.0,Les Corts,false,true,41.3836813,2.1383511,Les Corts,495000.0,flat,2,72.0,newdevelopment,21757.4,331.0,6875.0
2,2172.0,Sants-Montjuïc,true,true,41.3763863,2.1318328,Sants,440000.0,flat,4,110.0,good,16581.137931034482,399.0,4000.0
2,2543.0,Sants-Montjuïc,true,true,41.3707147,2.1562618,El Poble Sec - Parc de Montjuïc,445000.0,flat,2,75.0,good,12629.916666666666,88.0,5933.333333333333
5,2210.0,Sarrià-Sant Gervasi,false,false,41.4140397,2.105309,Vallvidrera - El Tibidabo i les Planes,2100000.0,chalet,5,412.0,good,20118.0,4.0,5097.0873786407765
3,2262.0,Sarrià-Sant Gervasi,false,false,41.4148264,2.106042,Vallvidrera - El Tibidabo i les Planes,1300000.0,chalet,4,502.0,good,20118.0,4.0,2589.641434262948
2,875.0,Sants-Montjuïc,true,true,41.3603742,2.1414026,La Marina del Port,315000.0,flat,3,99.0,good,12917.0,247.0,3181.818181818182
2,2811.0,Eixample,true,true,41.3779602,2.1505599,La Nova Esquerra de l'Eixample,590000.0,flat,3,90.0,good,19287.175,437.0,6555.555555555556
1,2987.0,Eixample,true,true,41.3788248,2.1526229,La Nova Esquerra de l'Eixample,385000.0,flat,3,81.0,good,19287.175,437.0,4753.086419753086
1,2967.0,Les Corts,true,true,41.3835261,2.1326067,Les Corts,295000.0,flat,2,80.0,renew,21757.4,331.0,3687.5
1,3157.0,Les Corts,false,true,41.3852261,2.1306067,Les Corts,416765.0,flat,3,82.0,good,21757.4,331.0,5082.5
2,2239.0,Sarrià-Sant Gervasi,true,true,41.414193,2.10569,Vallvidrera - El Tibidabo i les Planes,560000.0,penthouse,3,106.0,good,20118.0,4.0,5283.018867924528
2,2992.0,Sants-Montjuïc,true,true,41.3833285,2.1384266,Sants,595000.0,flat,3,101.0,good,16581.137931034482,399.0,5891.089108910891
2,3082.0,Sants-Montjuïc,false,false,41.3713507,2.1634982,El Poble Sec - Parc de Montjuïc,335000.0,flat,2,64.0,good,12629.916666666666,88.0,5234.375
1,3123.0,Les Corts,true,false,41.384907,2.1338066,Les Corts,210000.0,flat,3,66.0,renew,21757.4,331.0,3181.818181818182
1,3123.0,Sants-Montjuïc,true,true,41.38437,2.1395,Sants,429500.0,flat,4,100.0,good,16581.137931034482,399.0,4295.0
3,2655.0,Sarrià-Sant Gervasi,false,false,41.4162153,2.1108566,Vallvidrera - El Tibidabo i les Planes,1295000.0,chalet,3,300.0,good,20118.0,4.0,4316.666666666667
2,2446.0,Sants-Montjuïc,true,true,41.3705381,2.1549707,El Poble Sec - Parc de Montjuïc,445000.0,flat,2,75.0,good,12629.916666666666,88.0,5933.333333333333
1,2678.0,Les Corts,true,true,41.3803855,2.12524,La Maternitat i Sant Ramon,245000.0,flat,4,80.0,renew,19557.266666666666,125.0,3062.5
2,582.0,Eixample,true,true,41.387073,2.1528988,L'Antiga Esquerra de l'Eixample,575000.0,flat,4,145.0,good,20516.80769230769,350.0,3965.5172413793102
2,1596.0,Eixample,true,true,41.3971703,2.1776647,El Fort Pienc,420000.0,flat,3,118.0,good,17281.6,360.0,3559.322033898305
2,2762.0,Sants-Montjuïc,true,true,41.3740147,2.1559618,El Poble Sec - Parc de Montjuïc,440000.0,flat,2,75.0,good,12629.916666666666,88.0,5866.666666666667
1,2922.0,Les Corts,false,true,41.3831261,2.1314067,Les Corts,295000.0,flat,2,80.0,good,21757.4,331.0,3687.5
2,342.0,Gràcia,false,false,41.4179281,2.1445119,Vallcarca i els Penitents,598000.0,flat,5,248.0,good,19460.0,130.0,2411.2903225806454
3,2945.0,Sarrià-Sant Gervasi,false,false,41.4207587,2.1075265,Vallvidrera - El Tibidabo i les Planes,1750000.0,chalet,7,472.0,good,20118.0,4.0,3707.6271186440677
2,3100.0,Sarrià-Sant Gervasi,true,true,41.414893,2.10269,Vallvidrera - El Tibidabo i les Planes,560000.0,penthouse,3,86.0,good,20118.0,4.0,6511.627906976744
2,498.0,Sants-Montjuïc,true,true,41.3706467,2.1338747,La Bordeta,240000.0,flat,2,80.0,good,16016.538461538461,337.0,3000.0
2,2756.0,Les Corts,true,true,41.376,2.11105,La Maternitat i Sant Ramon,425000.0,flat,3,94.0,good,19557.266666666666,125.0,4521.276595744681
7,2381.0,Sarrià-Sant Gervasi,false,false,41.4137866,2.107332,Vallvidrera - El Tibidabo i les Planes,2750000.0,chalet,6,807.0,good,20118.0,4.0,3407.6827757125156
2,2740.0,Sants-Montjuïc,true,true,41.3733147,2.1564618,El Poble Sec - Parc de Montjuïc,470000.0,flat,2,74.0,good,12629.916666666666,88.0,6351.351351351352
1,1076.0,Sants-Montjuïc,false,false,41.3651065,2.1387587,La Marina del Port,176000.0,flat,2,59.0,good,12917.0,247.0,2983.0508474576272
1,714.0,Sants-Montjuïc,false,true,41.3595681,2.1397778,La Marina del Port,124000.0,flat,1,40.0,good,12917.0,247.0,3100.0
1,3091.0,Eixample,true,true,41.3767535,2.1578904,Sant Antoni,470000.0,penthouse,4,100.0,good,16867.375,484.0,4700.0
2,3194.0,Les Corts,true,true,41.3851817,2.1383155,Les Corts,475000.0,flat,3,90.0,good,21757.4,331.0,5277.777777777777
2,1667.0,Sarrià-Sant Gervasi,false,false,41.427944,2.095543,Vallvidrera - El Tibidabo i les Planes,330000.0,chalet,3,173.0,renew,20118.0,4.0,1907.5144508670521
2,3122.0,Eixample,false,true,41.3816534,2.149567,La Nova Esquerra de l'Eixample,595000.0,flat,3,93.0,good,19287.175,437.0,6397.8494623655915
8,837.0,Les Corts,false,false,41.3915139,2.1111807,Pedralbes,4600000.0,chalet,10,790.0,renew,28626.85714285714,44.0,5822.784810126583
2,490.0,Sants-Montjuïc,false,false,41.3709507,2.1669982,El Poble Sec - Parc de Montjuïc,345000.0,flat,2,70.0,good,12629.916666666666,88.0,4928.571428571428
1,492.0,Sants-Montjuïc,true,false,41.3708918,2.1672772,El Poble Sec - Parc de Montjuïc,299500.0,flat,2,61.0,good,12629.916666666666,88.0,4909.836065573771
2,736.0,Sarrià-Sant Gervasi,true,true,41.4002267,2.1295305,Les Tres Torres,990000.0,flat,3,185.0,good,30122.81818181818,211.0,5351.351351351352
4,841.0,Les Corts,true,true,41.3901978,2.1126738,Pedralbes,1790000.0,flat,4,400.0,good,28626.85714285714,44.0,4475.0
1,1589.0,Nou Barris,true,true,41.4336264,2.1772405,Porta,190000.0,flat,3,59.0,good,13302.166666666666,332.0,3220.3389830508477
1,3026.0,Sants-Montjuïc,true,false,41.3706601,2.1632709,El Poble Sec - Parc de Montjuïc,185000.0,flat,3,56.0,good,12629.916666666666,88.0,3303.5714285714284
4,3158.0,Sarrià-Sant Gervasi,false,false,41.4175858,2.1074065,Vallvidrera - El Tibidabo i les Planes,875000.0,chalet,5,455.0,good,20118.0,4.0,1923.076923076923
2,421.0,Sarrià-Sant Gervasi,true,true,41.4036441,2.151285,El Putxet i el Farró,790000.0,penthouse,4,120.0,renew,20937.0,357.0,6583.333333333333
2,3026.0,Eixample,false,true,41.376832,2.1566496,Sant Antoni,448000.0,flat,3,84.0,good,16867.375,484.0,5333.333333333333
2,533.0,Eixample,true,true,41.3985575,2.1601092,La Dreta de l'Eixample,595000.0,flat,4,180.0,renew,21643.827586206895,209.0,3305.5555555555557
1,821.0,Sarrià-Sant Gervasi,false,true,41.4117531,2.1448628,El Putxet i el Farró,260000.0,flat,1,60.0,good,20937.0,357.0,4333.333333333333
2,2554.0,Sants-Montjuïc,true,true,41.3782599,2.1431208,Hostafrancs,280600.0,flat,4,103.0,renew,14976.5,395.0,2724.2718446601943
2,1985.0,Sants-Montjuïc,true,false,41.3730909,2.1418918,Sants,367000.0,duplex,2,95.0,good,16581.137931034482,399.0,3863.157894736842
4,1765.0,Sants-Montjuïc,false,false,41.3721102,2.1378581,Sants,525000.0,chalet,2,127.0,good,16581.137931034482,399.0,4133.858267716535
1,413.0,Gràcia,true,false,41.4085711,2.1591665,Vila de Gràcia,210000.0,flat,3,52.0,good,17882.472222222223,385.0,4038.4615384615386
2,3237.0,Eixample,true,true,41.3842877,2.1449862,La Nova Esquerra de l'Eixample,699000.0,duplex,4,130.0,good,19287.175,437.0,5376.923076923077
1,3042.0,Eixample,true,true,41.381128,2.1488336,La Nova Esquerra de l'Eixample,299000.0,flat,4,86.0,good,19287.175,437.0,3476.7441860465115
1,277.0,Horta Guinardó,false,false,41.4149511,2.1599368,Can Baró,239000.0,flat,2,72.0,good,15470.57142857143,243.0,3319.4444444444443
1,2977.0,Les Corts,false,true,41.3836261,2.1318067,Les Corts,333000.0,flat,2,82.0,good,21757.4,331.0,4060.9756097560976
1,2844.0,Les Corts,false,true,41.3824261,2.1319067,Les Corts,299000.0,flat,3,80.0,good,21757.4,331.0,3737.5
2,2343.0,Eixample,true,true,41.3927453,2.1596452,La Dreta de l'Eixample,950000.0,flat,3,169.0,good,21643.827586206895,209.0,5621.301775147929
6,1924.0,Sarrià-Sant Gervasi,false,false,41.409071,2.0998499,Vallvidrera - El Tibidabo i les Planes,2290000.0,chalet,5,532.0,good,20118.0,4.0,4304.511278195489
1,2946.0,Les Corts,false,true,41.3833261,2.1307067,Les Corts,327000.0,flat,2,80.0,good,21757.4,331.0,4087.5
2,430.0,Sarrià-Sant Gervasi,true,true,41.4132817,2.1392877,El Putxet i el Farró,549000.0,flat,3,118.0,good,20937.0,357.0,4652.542372881356
6,2331.0,Sarrià-Sant Gervasi,false,false,41.4141094,2.1067844,Vallvidrera - El Tibidabo i les Planes,2750000.0,chalet,8,483.0,good,20118.0,4.0,5693.581780538302
1,3236.0,Eixample,true,true,41.3807402,2.1541772,Sant Antoni,245300.0,flat,4,102.0,good,16867.375,484.0,2404.901960784314
2,1316.0,Sants-Montjuïc,true,true,41.3673783,2.1392196,La Marina del Port,268300.0,flat,3,73.0,good,12917.0,247.0,3675.3424657534247
1,3030.0,Les Corts,true,true,41.3836813,2.1383511,Les Corts,995000.0,flat,4,143.0,newdevelopment,21757.4,331.0,6958.041958041958
2,860.0,Gràcia,false,false,41.4005828,2.1558008,Vila de Gràcia,750000.0,flat,1,202.0,good,17882.472222222223,385.0,3712.871287128713
1,3239.0,Eixample,false,true,41.3788493,2.1574769,Sant Antoni,178000.0,flat,2,40.0,good,16867.375,484.0,4450.0
2,1665.0,Sants-Montjuïc,false,true,41.3699071,2.1417922,La Font de la Guatlla,439000.0,duplex,2,151.0,good,15888.0,349.0,2907.2847682119204
1,3050.0,Horta Guinardó,true,true,41.4389529,2.1604225,Horta,330000.0,flat,2,66.0,good,15942.619047619048,92.0,5000.0
2,949.0,Sants-Montjuïc,true,true,41.3649285,2.1356781,La Marina del Port,269000.0,flat,3,90.0,good,12917.0,247.0,2988.8888888888887
2,1855.0,Sants-Montjuïc,true,true,41.3698576,2.1459402,La Font de la Guatlla,220000.0,flat,1,95.0,good,15888.0,349.0,2315.7894736842104
2,3065.0,Eixample,false,true,41.37757,2.1562457,Sant Antoni,349000.0,flat,4,200.0,good,16867.375,484.0,1745.0
2,2517.0,Sants-Montjuïc,false,true,41.3794785,2.131217,Sants,450000.0,flat,4,110.0,good,16581.137931034482,399.0,4090.909090909091
2,3156.0,Sants-Montjuïc,false,true,41.3740408,2.1621185,El Poble Sec - Parc de Montjuïc,745000.0,flat,2,152.0,good,12629.916666666666,88.0,4901.315789473684
3,397.0,Eixample,false,true,41.3920878,2.1448848,La Nova Esquerra de l'Eixample,850000.0,penthouse,5,155.0,good,19287.175,437.0,5483.870967741936
2,3240.0,Eixample,true,true,41.380932,2.1538902,La Nova Esquerra de l'Eixample,535000.0,flat,3,99.0,good,19287.175,437.0,5404.040404040404
1,3081.0,Eixample,true,true,41.3802292,2.1518373,La Nova Esquerra de l'Eixample,590000.0,flat,3,90.0,good,19287.175,437.0,6555.555555555556
2,573.0,Sants-Montjuïc,true,true,41.3614767,2.1350492,La Marina del Port,435000.0,flat,3,98.0,good,12917.0,247.0,4438.775510204082
3,2695.0,Sarrià-Sant Gervasi,false,false,41.4171709,2.1113274,Vallvidrera - El Tibidabo i les Planes,1295000.0,chalet,3,300.0,good,20118.0,4.0,4316.666666666667
1,720.0,Eixample,true,true,41.3910477,2.1438176,L'Antiga Esquerra de l'Eixample,460000.0,flat,3,76.0,good,20516.80769230769,350.0,6052.631578947368
4,814.0,Gràcia,false,false,41.419135,2.1358166,Vallcarca i els Penitents,1170000.0,chalet,6,225.0,good,19460.0,130.0,5200.0
2,3214.0,Eixample,true,true,41.3821317,2.1507014,La Nova Esquerra de l'Eixample,750000.0,duplex,3,188.0,renew,19287.175,437.0,3989.3617021276596
2,753.0,Sants-Montjuïc,true,true,41.3624767,2.1370492,La Marina del Port,430000.0,flat,3,100.0,good,12917.0,247.0,4300.0
1,2511.0,Les Corts,true,true,41.3762744,2.1166872,La Maternitat i Sant Ramon,414000.0,flat,3,105.0,good,19557.266666666666,125.0,3942.8571428571427
2,3024.0,Eixample,true,true,41.3759302,2.1578566,Sant Antoni,448000.0,flat,3,94.0,good,16867.375,484.0,4765.95744680851
2,2929.0,Eixample,false,false,41.37577,2.1564457,Sant Antoni,349000.0,flat,4,190.0,good,16867.375,484.0,1836.842105263158
3,794.0,Eixample,true,true,41.3890941,2.1711038,La Dreta de l'Eixample,1175000.0,penthouse,4,189.0,good,22071.758620689656,211.0,6216.931216931217
1,2880.0,Sants-Montjuïc,true,true,41.3739992,2.1578855,El Poble Sec - Parc de Montjuïc,280000.0,flat,3,90.0,good,12629.916666666666,88.0,3111.1111111111113
6,1935.0,Sarrià-Sant Gervasi,false,false,41.4235588,2.0946927,Vallvidrera - El Tibidabo i les Planes,1750000.0,chalet,6,546.0,good,20118.0,4.0,3205.128205128205
2,702.0,Eixample,true,true,41.392094,2.1628807,La Dreta de l'Eixample,1200000.0,flat,5,200.0,renew,21643.827586206895,209.0,6000.0
2,3119.0,Eixample,true,true,41.3793293,2.1543883,Sant Antoni,448000.0,flat,3,87.0,good,16867.375,484.0,5149.425287356322
5,2891.0,Sarrià-Sant Gervasi,false,false,41.4033455,2.1089046,Sarrià,1590000.0,chalet,5,310.0,good,25727.3125,83.0,5129.032258064516
1,1674.0,Sants-Montjuïc,false,false,41.3712733,2.1377694,La Bordeta,213000.0,flat,2,54.0,good,15354.0,342.0,3944.4444444444443
2,3095.0,Eixample,true,true,41.3784252,2.1554722,Sant Antoni,395000.0,flat,3,111.0,good,16867.375,484.0,3558.5585585585586
2,184.0,Eixample,true,true,41.3858004,2.1497309,La Nova Esquerra de l'Eixample,895000.0,flat,4,186.0,good,19287.175,437.0,4811.8279569892475
1,2135.0,Sants-Montjuïc,true,false,41.3760087,2.1338066,Sants,295000.0,flat,1,61.0,good,16581.137931034482,399.0,4836.065573770492
6,494.0,Sarrià-Sant Gervasi,false,false,41.40773,2.12198,Sarrià,2985000.0,chalet,5,572.0,newdevelopment,25727.3125,83.0,5218.531468531469
2,782.0,Sarrià-Sant Gervasi,true,false,41.3953605,2.1287565,Les Tres Torres,739000.0,flat,3,105.0,good,30122.81818181818,211.0,7038.0952380952385
4,2030.0,Sarrià-Sant Gervasi,false,false,41.4126397,2.102809,Vallvidrera - El Tibidabo i les Planes,1880000.0,chalet,5,358.0,renew,20118.0,4.0,5251.3966480446925
4,2406.0,Sarrià-Sant Gervasi,false,false,41.415662,2.1078447,Vallvidrera - El Tibidabo i les Planes,850000.0,chalet,4,422.0,good,20118.0,4.0,2014.218009478673
3,853.0,Eixample,true,true,41.4011862,2.17202,La Dreta de l'Eixample,1495000.0,duplex,4,800.0,good,22071.758620689656,211.0,1868.75
3,1371.0,Sants-Montjuïc,false,false,41.3691715,2.1327127,La Bordeta,690000.0,chalet,4,239.0,good,15354.0,342.0,2887.029288702929
1,2949.0,Sants-Montjuïc,true,true,41.3826789,2.1400603,Sants,290000.0,flat,2,83.0,good,16581.137931034482,399.0,3493.975903614458
2,3175.0,Sants-Montjuïc,true,true,41.3743895,2.1620593,El Poble Sec - Parc de Montjuïc,487000.0,flat,2,85.0,newdevelopment,12629.916666666666,88.0,5729.411764705882
2,510.0,Sarrià-Sant Gervasi,true,true,41.4125633,2.1420198,El Putxet i el Farró,710000.0,flat,3,117.0,good,20937.0,357.0,6068.376068376068
1,2927.0,Eixample,false,false,41.3783305,2.152295,La Nova Esquerra de l'Eixample,155000.0,studio,0,55.0,good,19287.175,437.0,2818.181818181818
2,2832.0,Eixample,true,true,41.3801607,2.1456914,La Nova Esquerra de l'Eixample,365000.0,flat,4,89.0,good,19287.175,437.0,4101.123595505618
8,2306.0,Sarrià-Sant Gervasi,false,false,41.4114663,2.1058312,Vallvidrera - El Tibidabo i les Planes,3500000.0,chalet,8,884.0,good,20118.0,4.0,3959.2760180995474
2,1047.0,Sants-Montjuïc,false,false,41.3648628,2.1386175,La Marina del Port,184000.0,flat,4,80.0,good,12917.0,247.0,2300.0
2,423.0,Gràcia,true,true,41.4098654,2.1591392,El Camp d'En Grassot i Gràcia Nova,470000.0,flat,3,104.0,good,18791.16,545.0,4519.2307692307695
1,3047.0,Eixample,true,true,41.3830628,2.1426542,La Nova Esquerra de l'Eixample,460000.0,flat,3,92.0,good,19287.175,437.0,5000.0
1,3122.0,Eixample,true,true,41.3837315,2.1428115,La Nova Esquerra de l'Eixample,460000.0,flat,3,92.0,good,19287.175,437.0,5000.0
2,746.0,Eixample,true,true,41.3865725,2.1619442,L'Antiga Esquerra de l'Eixample,530000.0,flat,4,124.0,good,20516.80769230769,350.0,4274.193548387097
1,2015.0,Sants-Montjuïc,false,true,41.3725041,2.1441931,La Font de la Guatlla,330000.0,flat,3,82.0,good,15888.0,349.0,4024.390243902439
2,3033.0,Eixample,true,true,41.3818458,2.1465872,La Nova Esquerra de l'Eixample,580000.0,flat,4,110.0,good,19287.175,437.0,5272.727272727273
1,402.0,Sants-Montjuïc,true,true,41.3698057,2.1342427,La Bordeta,190000.0,flat,4,78.0,good,16016.538461538461,337.0,2435.897435897436
2,2192.0,Sarrià-Sant Gervasi,true,true,41.412284,2.1046934,Vallvidrera - El Tibidabo i les Planes,740000.0,flat,4,145.0,good,20118.0,4.0,5103.448275862069
2,735.0,Sarrià-Sant Gervasi,true,true,41.4105201,2.1421683,El Putxet i el Farró,425000.0,flat,4,100.0,good,20937.0,357.0,4250.0
6,292.0,Gràcia,false,false,41.4095022,2.1565747,Vila de Gràcia,2200000.0,chalet,7,360.0,good,17882.472222222223,385.0,6111.111111111111
2,2970.0,Eixample,false,true,41.3788415,2.1522343,La Nova Esquerra de l'Eixample,230000.0,flat,3,108.0,good,19287.175,437.0,2129.6296296296296
2,1722.0,Sants-Montjuïc,true,true,41.3722142,2.1346078,La Bordeta,294000.0,flat,4,91.0,good,15354.0,342.0,3230.769230769231
1,443.0,Sants-Montjuïc,true,true,41.3695057,2.1326427,La Bordeta,190000.0,flat,4,80.0,good,15354.0,342.0,2375.0
2,2290.0,Sants-Montjuïc,true,true,41.3748449,2.1453694,Hostafrancs,450000.0,flat,4,92.0,good,14976.5,395.0,4891.304347826087
2,2284.0,Les Corts,true,true,41.375618,2.1209073,La Maternitat i Sant Ramon,495000.0,flat,3,127.0,good,19557.266666666666,125.0,3897.6377952755906
4,2270.0,Sants-Montjuïc,true,false,41.3770144,2.1362944,Sants,260000.0,flat,3,80.0,good,16581.137931034482,399.0,3250.0
2,262.0,Sants-Montjuïc,true,true,41.35888,2.13361,La Marina del Port,288000.0,flat,3,79.0,good,12917.0,247.0,3645.5696202531644
1,1904.0,Sants-Montjuïc,false,false,41.3720518,2.1425385,Hostafrancs,200000.0,flat,2,91.0,good,14976.5,395.0,2197.802197802198
1,1154.0,Sants-Montjuïc,true,false,41.363845,2.1422387,La Marina del Port,148500.0,flat,3,72.0,good,12917.0,247.0,2062.5
1,2740.0,Eixample,true,true,41.3742514,2.1552696,Sant Antoni,299500.0,flat,2,62.0,good,16867.375,484.0,4830.645161290323
2,3088.0,Sants-Montjuïc,true,true,41.3736246,2.1615172,El Poble Sec - Parc de Montjuïc,344900.0,flat,3,87.0,good,12629.916666666666,88.0,3964.367816091954
1,2983.0,Sants-Montjuïc,true,false,41.3696443,2.163452,El Poble Sec - Parc de Montjuïc,176000.0,flat,3,59.0,renew,12629.916666666666,88.0,2983.0508474576272
1,743.0,Sants-Montjuïc,true,true,41.3574921,2.1408911,La Marina del Port,275000.0,flat,3,89.0,good,12917.0,247.0,3089.887640449438
1,2544.0,Sants-Montjuïc,false,false,41.3797241,2.1326593,Sants,130000.0,studio,0,79.0,good,16581.137931034482,399.0,1645.5696202531647
1,406.0,Sants-Montjuïc,true,true,41.3704057,2.1331427,La Bordeta,235000.0,flat,4,79.0,good,15354.0,342.0,2974.6835443037976
1,2577.0,Sants-Montjuïc,true,true,41.3725481,2.1547523,El Poble Sec - Parc de Montjuïc,232000.0,flat,3,75.0,good,12629.916666666666,88.0,3093.3333333333335
1,1559.0,Sants-Montjuïc,true,true,41.3688683,2.1416598,La Font de la Guatlla,248000.0,flat,3,70.0,good,15888.0,349.0,3542.8571428571427
1,1537.0,Sants-Montjuïc,false,false,41.3705378,2.1346011,La Bordeta,217000.0,flat,2,75.0,good,15354.0,342.0,2893.3333333333335
1,580.0,Eixample,true,true,41.3845636,2.1616192,L'Antiga Esquerra de l'Eixample,450000.0,flat,3,72.0,good,20516.80769230769,350.0,6250.0
1,1585.0,Sants-Montjuïc,false,false,41.3696211,2.1404761,La Bordeta,235500.0,flat,2,71.0,good,15354.0,342.0,3316.9014084507044
1,1888.0,Sants-Montjuïc,false,false,41.3718328,2.1426706,Hostafrancs,226000.0,flat,2,62.0,good,14976.5,395.0,3645.1612903225805
2,2937.0,Sarrià-Sant Gervasi,false,false,41.4020432,2.1084827,Sarrià,350000.0,chalet,3,161.0,renew,25727.3125,83.0,2173.913043478261
6,3083.0,Eixample,true,true,41.3817004,2.1484029,La Nova Esquerra de l'Eixample,1890000.0,duplex,6,375.0,good,19287.175,437.0,5040.0
1,328.0,Ciutat Vella,true,true,41.3812067,2.1653383,El Raval,195000.0,flat,1,47.0,good,9474.380952380952,437.0,4148.936170212766
1,3191.0,Sants-Montjuïc,false,true,41.3739687,2.1627139,El Poble Sec - Parc de Montjuïc,449000.0,flat,2,116.0,good,12629.916666666666,88.0,3870.689655172414
1,3137.0,Eixample,true,true,41.3841315,2.1416115,La Nova Esquerra de l'Eixample,460000.0,flat,3,92.0,renew,19287.175,437.0,5000.0
2,715.0,Eixample,true,true,41.3858443,2.1605871,L'Antiga Esquerra de l'Eixample,440000.0,flat,4,102.0,good,20516.80769230769,350.0,4313.725490196079
1,1514.0,Sants-Montjuïc,true,true,41.3688151,2.1406968,La Font de la Guatlla,330000.0,flat,4,100.0,good,15888.0,349.0,3300.0
3,2725.0,Sarrià-Sant Gervasi,false,false,41.4101006,2.1105564,Sarrià,740000.0,chalet,4,230.0,good,25727.3125,83.0,3217.391304347826
1,2609.0,Les Corts,true,false,41.3796896,2.124844,La Maternitat i Sant Ramon,330000.0,flat,3,90.0,good,19557.266666666666,125.0,3666.6666666666665
1,3180.0,Sants-Montjuïc,false,false,41.3742233,2.1622924,El Poble Sec - Parc de Montjuïc,255000.0,penthouse,2,52.0,good,12629.916666666666,88.0,4903.846153846154
1,3170.0,Eixample,false,true,41.3828037,2.1477362,La Nova Esquerra de l'Eixample,80000.0,studio,0,25.0,good,19287.175,437.0,3200.0
3,1407.0,Sarrià-Sant Gervasi,false,false,41.4239129,2.0818527,Vallvidrera - El Tibidabo i les Planes,750000.0,chalet,6,350.0,good,20118.0,4.0,2142.8571428571427
1,2873.0,Horta Guinardó,true,true,41.4319947,2.1438852,Sant Genís Dels Agudells - Montbau,330000.0,duplex,3,92.0,good,13796.2,44.0,3586.9565217391305
